fid,lichen_species,lichen_notes,quadrat_id,obs_id,conf_level,l_frequency,morphotypes,rainforest_indicators_morphotypes,rainforest_indicators_rainforest_indicator
391,lecanactis_abietina,,AGG5_TE_QS,AGG5_TE_QS_L_20260713_141816614,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
392,ochrolechia_androgyna,,AGG5_TE_QS,AGG5_TE_QS_L_20260713_141816630,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
393,sphaerophorus_globosus,,AGG5_TE_QW,AGG5_TE_QW_L_20260713_141816630,high_conf,5,fruticose_chlorolichen,fruticose_chlorolichen,1
394,cladonia_coniocraea,,AGG5_TE_QW,AGG5_TE_QW_L_20260713_141816646,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,0
395,lecanactis_abietina,,AGG5_TE_QW,AGG5_TE_QW_L_20260713_141816664,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
396,ochrolechia_androgyna,,AGG5_TE_QW,AGG5_TE_QW_L_20260713_141816671,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
397,hypotrachyna_laevigata,,AGG5_TE_QW,AGG5_TE_QW_L_20260713_141816677,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,1
398,pertusaria_leioplaca,,AGG5_TN_QN,AGG5_TN_QN_L_20260713_141816677,med_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
399,lepraria_sp,,AGG5_TN_QN,AGG5_TN_QN_L_20260713_141816693,med_conf,2,leprose_chlorolichen,leprose_chlorolichen,0
400,ochrolechia_androgyna,,AGG5_TN_QN,AGG5_TN_QN_L_20260713_141816693,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
401,lobaria_pulmonaria,,AGG5_TN_QS,AGG5_TN_QS_L_20260713_141816709,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
402,peltigera_collina,,AGG5_TN_QS,AGG5_TN_QS_L_20260713_141816725,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
403,cladonia_chlorophaea_s._lat.,,AGG5_TN_QS,AGG5_TN_QS_L_20260713_141816725,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
404,cladonia_chlorophaea_s._lat.,,AGG5_TN_QE,AGG5_TN_QE_L_20260713_141816740,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
405,ochrolechia_androgyna,,AGG5_TN_QE,AGG5_TN_QE_L_20260713_141816740,med_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
406,lobaria_pulmonaria,,AGG5_TN_QW,AGG5_TN_QW_L_20260713_141816758,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
407,pectenia_atlantica,"Young, small",AGG5_TN_QW,AGG5_TN_QW_L_20260713_141816758,med_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
408,hypotrachyna_laevigata,,AGG5_TN_QW,AGG5_TN_QW_L_20260713_141816772,med_conf,1,foliose_chlorolichen,foliose_chlorolichen,1
409,ochrolechia_androgyna,,AGG5_TS_QS,AGG5_TS_QS_L_20260713_141816772,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
410,eopyrenula_grandicula,,AGG5_TS_QS,AGG5_TS_QS_L_20260713_141816788,med_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
411,usnea_subfloridana,,AGG5_TS_QS,AGG5_TS_QS_L_20260713_141816804,med_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
412,sphaerophorus_globosus,,AGG5_TS_QW,AGG5_TS_QW_L_20260713_141816804,high_conf,5,fruticose_chlorolichen,fruticose_chlorolichen,1
413,ochrolechia_androgyna,,AGG5_TS_QW,AGG5_TS_QW_L_20260713_141816820,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
414,hypotrachyna_laevigata,,AGG5_TS_QW,AGG5_TS_QW_L_20260713_141816820,med_conf,3,foliose_chlorolichen,foliose_chlorolichen,1
415,cladonia_sp,,AGG5_TS_QW,AGG5_TS_QW_L_20260713_141816836,high_conf,1,squamulose_chlorolichen,squamulose_chlorolichen,0
416,eopyrenula_grandicula,,AGG5_TS_QW,AGG5_TS_QW_L_20260713_141816836,med_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
417,sphaerophorus_globosus,,AGG5_TS_QN,AGG5_TS_QN_L_20260713_141816858,high_conf,5,fruticose_chlorolichen,fruticose_chlorolichen,1
418,cladonia_sp,,AGG5_TS_QN,AGG5_TS_QN_L_20260713_141816858,high_conf,2,squamulose_chlorolichen,squamulose_chlorolichen,0
419,sphaerophorus_fragilis,,AGG5_TS_QN,AGG5_TS_QN_L_20260713_141816868,high_conf,2,fruticose_chlorolichen,fruticose_chlorolichen,1
420,eopyrenula_grandicula,,AGG5_TS_QN,AGG5_TS_QN_L_20260713_141816884,med_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
421,hypotrachyna_laevigata,,AGG5_TS_QN,AGG5_TS_QN_L_20260713_141816900,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,1
422,ochrolechia_androgyna,,AGG5_TS_QN,AGG5_TS_QN_L_20260713_141816908,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
423,hypotrachyna_laevigata,,AGG5_TS_QE,AGG5_TS_QE_L_20260713_141816915,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
424,ochrolechia_androgyna,,AGG5_TS_QE,AGG5_TS_QE_L_20260713_141816923,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
425,lecanactis_abietina,,AGG5_TS_QE,AGG5_TS_QE_L_20260713_141816931,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
426,parmelia_sulcata,,AGG5_TS_QE,AGG5_TS_QE_L_20260713_141816931,med_conf,1,foliose_chlorolichen,foliose_chlorolichen,0
427,cladonia_coniocraea,,AGG5_TS_QE,AGG5_TS_QE_L_20260713_141816946,high_conf,2,foliose_chlorolichen,foliose_chlorolichen,0
428,ochrolechia_androgyna,,AGG5_TW_QE,AGG5_TW_QE_L_20260713_141816961,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
429,lecanactis_abietina,,AGG5_TW_QE,AGG5_TW_QE_L_20260713_141816963,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
430,cladonia_coniocraea,,AGG5_TW_QE,AGG5_TW_QE_L_20260713_141816963,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,0
431,ochrolechia_androgyna,,AGG5_TW_QS,AGG5_TW_QS_L_20260713_141816979,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
432,lecanactis_abietina,,AGG5_TW_QS,AGG5_TW_QS_L_20260713_141816994,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
433,cladonia_sp,,AGG5_TW_QS,AGG5_TW_QS_L_20260713_141816994,high_conf,1,squamulose_chlorolichen,squamulose_chlorolichen,0
434,ochrolechia_androgyna,,AGG5_TW_QW,AGG5_TW_QW_L_20260713_141817011,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
435,lecanactis_abietina,,AGG5_TW_QW,AGG5_TW_QW_L_20260713_141817011,high_conf,1,crustose_chlorolichen,crustose_chlorolichen,0
436,cladonia_coniocraea,,AGG5_TW_QW,AGG5_TW_QW_L_20260713_141817026,high_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
437,cladonia_coniocraea,,AGG5_TW_QN,AGG5_TW_QN_L_20260713_141817026,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
438,usnea_cornuta_s._lat.,,AGG5_TW_QN,AGG5_TW_QN_L_20260713_141817042,high_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
439,hypotrachyna_laevigata,,AGG5_TW_QN,AGG5_TW_QN_L_20260713_141817042,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
440,lecanactis_abietina,,AGG5_TW_QN,AGG5_TW_QN_L_20260713_141817058,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
441,ochrolechia_androgyna,,AGG5_TW_QN,AGG5_TW_QN_L_20260713_141817058,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
442,ochrolechia_androgyna,,ARI6_TW_QE,ARI6_TW_QE_L_20260713_141817073,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
443,normandina_pulchella,,ARI6_TW_QE,ARI6_TW_QE_L_20260713_141817089,high_conf,5,squamulose_cyanolichen,squamulose_chlorolichen,1
444,ochrolechia_androgyna,,ARI6_TW_QS,ARI6_TW_QS_L_20260713_141817089,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
445,thelotrema_lepadinum,,ARI6_TW_QS,ARI6_TW_QS_L_20260713_141817105,high_conf,1,crustose_chlorolichen,crustose_chlorolichen,1
446,ochrolechia_androgyna,,ARI6_TW_QW,ARI6_TW_QW_L_20260713_141817105,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
447,normandina_pulchella,,ARI6_TW_QW,ARI6_TW_QW_L_20260713_141817121,high_conf,4,squamulose_cyanolichen,squamulose_chlorolichen,1
448,normandina_pulchella,,ARI6_TW_QN,ARI6_TW_QN_L_20260713_141817121,high_conf,2,squamulose_cyanolichen,squamulose_chlorolichen,1
449,ochrolechia_androgyna,,ARI6_TW_QN,ARI6_TW_QN_L_20260713_141817136,high_conf,1,crustose_chlorolichen,crustose_chlorolichen,0
450,thelotrema_lepadinum,,ARI6_TN_QS,ARI6_TN_QS_L_20260713_141817136,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,1
451,ochrolechia_androgyna,,ARI6_TN_QS,ARI6_TN_QS_L_20260713_141817159,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
452,normandina_pulchella,,ARI6_TN_QS,ARI6_TN_QS_L_20260713_141817159,high_conf,4,squamulose_cyanolichen,squamulose_chlorolichen,1
453,cladonia_coniocraea,,ARI6_TN_QW,ARI6_TN_QW_L_20260713_141817168,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
454,ochrolechia_androgyna,,ARI6_TN_QW,ARI6_TN_QW_L_20260713_141817184,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
455,lepraria_sp,,ARI6_TN_QN,ARI6_TN_QN_L_20260713_141817186,med_conf,5,leprose_chlorolichen,leprose_chlorolichen,0
456,cladonia_coniocraea,,ARI6_TN_QN,ARI6_TN_QN_L_20260713_141817200,med_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
457,ochrolechia_androgyna,,ARI6_TN_QN,ARI6_TN_QN_L_20260713_141817203,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
458,lepraria_sp,,ARI6_TN_QE,ARI6_TN_QE_L_20260713_141817216,med_conf,5,leprose_chlorolichen,leprose_chlorolichen,0
459,ochrolechia_androgyna,,ARI6_TN_QE,ARI6_TN_QE_L_20260713_141817216,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
460,pectenia_atlantica,,ARI6_TS_QN,ARI6_TS_QN_L_20260713_141817232,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
461,lobarina_scrobiculata,,ARI6_TS_QN,ARI6_TS_QN_L_20260713_141817243,med_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
462,pectenia_plumbea_s._lat.,,ARI6_TS_QN,ARI6_TS_QN_L_20260713_141817248,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
463,ochrolechia_androgyna,,ARI6_TS_QN,ARI6_TS_QN_L_20260713_141817259,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
464,thelotrema_lepadinum,,ARI6_TS_QN,ARI6_TS_QN_L_20260713_141817264,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,1
465,pectenia_cyanoloma,,ARI6_TS_QE,ARI6_TS_QE_L_20260713_141817280,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
466,pectenia_atlantica,,ARI6_TS_QE,ARI6_TS_QE_L_20260713_141817280,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
467,pannaria_rubiginosa,,ARI6_TS_QE,ARI6_TS_QE_L_20260713_141817295,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
468,sticta_limbata,,ARI6_TS_QE,ARI6_TS_QE_L_20260713_141817295,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
469,ochrolechia_androgyna,,ARI6_TS_QE,ARI6_TS_QE_L_20260713_141817311,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
470,thelotrema_lepadinum,,ARI6_TS_QE,ARI6_TS_QE_L_20260713_141817311,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,1
471,hypotrachyna_laevigata,,ARI6_TS_QE,ARI6_TS_QE_L_20260713_141817327,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,1
472,normandina_pulchella,,ARI6_TS_QE,ARI6_TS_QE_L_20260713_141817327,high_conf,4,squamulose_cyanolichen,squamulose_chlorolichen,1
473,pectenia_atlantica,,ARI6_TS_QW,ARI6_TS_QW_L_20260713_141817343,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
474,thelotrema_lepadinum,,ARI6_TS_QW,ARI6_TS_QW_L_20260713_141817343,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,1
475,ochrolechia_androgyna,,ARI6_TS_QS,ARI6_TS_QS_L_20260713_141817359,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
476,pectenia_atlantica,,ARI6_TS_QS,ARI6_TS_QS_L_20260713_141817359,high_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
477,pannaria_rubiginosa,,ARI6_TS_QS,ARI6_TS_QS_L_20260713_141817375,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
478,cladonia_coniocraea,,ARI6_TS_QS,ARI6_TS_QS_L_20260713_141817391,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
479,ochrolechia_androgyna,,ARI6_TE_QS,ARI6_TE_QS_L_20260713_141817391,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
480,cladonia_sp,,ARI6_TE_QS,ARI6_TE_QS_L_20260713_141817406,high_conf,2,squamulose_chlorolichen,squamulose_chlorolichen,0
481,pectenia_atlantica,,ARI6_TE_QW,ARI6_TE_QW_L_20260713_141817406,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
482,ochrolechia_androgyna,,ARI6_TE_QW,ARI6_TE_QW_L_20260713_141817423,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
483,lecanactis_abietina,,ARI6_TE_QW,ARI6_TE_QW_L_20260713_141817423,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
484,pertusaria_leioplaca,,ARI6_TE_QW,ARI6_TE_QW_L_20260713_141817446,low_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
485,thelotrema_lepadinum,,ARI6_TE_QW,ARI6_TE_QW_L_20260713_141817446,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,1
486,pannaria_rubiginosa,,ARI6_TE_QN,ARI6_TE_QN_L_20260713_141817459,high_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
487,ochrolechia_androgyna,,ARI6_TE_QN,ARI6_TE_QN_L_20260713_141817459,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
488,lepraria_sp,,ARI6_TE_QN,ARI6_TE_QN_L_20260713_141817470,med_conf,2,leprose_chlorolichen,leprose_chlorolichen,0
489,pertusaria_leioplaca,,ARI6_TE_QN,ARI6_TE_QN_L_20260713_141817486,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
490,lecanactis_abietina,,ARI6_TE_QN,ARI6_TE_QN_L_20260713_141817487,med_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
491,pannaria_rubiginosa,,ARI6_TE_QE,ARI6_TE_QE_L_20260713_141817502,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
492,ochrolechia_androgyna,,ARI6_TE_QE,ARI6_TE_QE_L_20260713_141817502,high_conf,1,crustose_chlorolichen,crustose_chlorolichen,0
493,lepraria_sp,,ARI6_TE_QE,ARI6_TE_QE_L_20260713_141817518,med_conf,3,leprose_chlorolichen,leprose_chlorolichen,0
494,lecanactis_abietina,,ARI6_TE_QE,ARI6_TE_QE_L_20260713_141817518,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
495,pectenia_atlantica,,ARI6_TE_QE,ARI6_TE_QE_L_20260713_141817534,med_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
496,ochrolechia_androgyna,,ARI8_TE_QN,ARI8_TE_QN_L_20260713_141817534,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
497,thelotrema_lepadinum,,ARI8_TE_QN,ARI8_TE_QN_L_20260713_141817550,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,1
498,pectenia_atlantica,,ARI8_TE_QN,ARI8_TE_QN_L_20260713_141817559,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
499,pannaria_rubiginosa,,ARI8_TE_QN,ARI8_TE_QN_L_20260713_141817565,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
500,lobaria_pulmonaria,,ARI8_TE_QN,ARI8_TE_QN_L_20260713_141817581,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
501,ochrolechia_androgyna,,ARI8_TE_QE,ARI8_TE_QE_L_20260713_141817581,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
502,lecanactis_abietina,,ARI8_TE_QE,ARI8_TE_QE_L_20260713_141817597,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
503,lecidella_elaeochroma_f._elaeochroma,,ARI8_TE_QE,ARI8_TE_QE_L_20260713_141817597,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
504,normandina_pulchella,,ARI8_TE_QN,ARI8_TE_QN_L_20260713_141817613,high_conf,4,squamulose_cyanolichen,squamulose_chlorolichen,1
505,cladonia_sp,,ARI8_TE_QN,ARI8_TE_QN_L_20260713_141817629,med_conf,1,squamulose_chlorolichen,squamulose_chlorolichen,0
506,normandina_pulchella,,ARI8_TE_QS,ARI8_TE_QS_L_20260713_141817629,high_conf,5,squamulose_cyanolichen,squamulose_chlorolichen,1
507,lecanactis_abietina,,ARI8_TE_QS,ARI8_TE_QS_L_20260713_141817645,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
508,ochrolechia_androgyna,,ARI8_TE_QS,ARI8_TE_QS_L_20260713_141817661,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
509,lecidella_elaeochroma_f._elaeochroma,,ARI8_TE_QS,ARI8_TE_QS_L_20260713_141817676,med_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
510,ochrolechia_androgyna,,ARI8_TE_QW,ARI8_TE_QW_L_20260713_141817676,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
511,lobarina_scrobiculata,,ARI8_TE_QW,ARI8_TE_QW_L_20260713_141817692,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
512,parmelia_sulcata,,ARI8_TE_QW,ARI8_TE_QW_L_20260713_141817708,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,0
513,pectenia_cyanoloma,,ARI8_TE_QW,ARI8_TE_QW_L_20260713_141817708,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
514,pectenia_atlantica,,ARI8_TE_QW,ARI8_TE_QW_L_20260713_141817724,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
515,parmeliella_parvula,Dry dirt brown foliose or crustose lichen in TQ_QW_C4.,ARI8_TE_QW,ARI8_TE_QW_L_20260713_141817732,low_conf,1,squamulose_cyanolichen,squamulose_cyanolichen,1
516,thelotrema_macrosporum,,ARI8_TE_QW,ARI8_TE_QW_L_20260713_141817743,low_conf,4,crustose_chlorolichen,crustose_chlorolichen,1
517,lobaria_pulmonaria,,ARI8_TN_QS,ARI8_TN_QS_L_20260713_141817743,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
518,parmelia_sulcata,,ARI8_TN_QS,ARI8_TN_QS_L_20260713_141817760,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
519,hypotrachyna_taylorensis,,ARI8_TN_QS,ARI8_TN_QS_L_20260713_141817770,med_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
520,ochrolechia_androgyna,,ARI8_TN_QS,ARI8_TN_QS_L_20260713_141817780,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
521,parmelia_sulcata,,ARI8_TN_QE,ARI8_TN_QE_L_20260713_141817787,high_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
522,ochrolechia_androgyna,,ARI8_TN_QE,ARI8_TN_QE_L_20260713_141817787,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
523,lepraria_sp,,ARI8_TN_QE,ARI8_TN_QE_L_20260713_141817803,med_conf,3,leprose_chlorolichen,leprose_chlorolichen,0
524,cladonia_sp,,ARI8_TN_QE,ARI8_TN_QE_L_20260713_141817803,high_conf,1,squamulose_chlorolichen,squamulose_chlorolichen,0
525,melanelixia_subaurifera,,ARI8_TN_QE,ARI8_TN_QE_L_20260713_141817819,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,0
526,lobaria_pulmonaria,,ARI8_TN_QN,ARI8_TN_QN_L_20260713_141817819,high_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
527,ochrolechia_androgyna,,ARI8_TN_QN,ARI8_TN_QN_L_20260713_141817835,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
528,parmelia_sulcata,,ARI8_TN_QN,ARI8_TN_QN_L_20260713_141817835,high_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
529,hypotrachyna_taylorensis,,ARI8_TN_QN,ARI8_TN_QN_L_20260713_141817851,high_conf,2,foliose_chlorolichen,foliose_chlorolichen,1
530,cladonia_sp,Squamulose,ARI8_TN_QN,ARI8_TN_QN_L_20260713_141817860,med_conf,2,squamulose_chlorolichen,squamulose_chlorolichen,0
531,lobaria_pulmonaria,,ARI8_TN_QW,ARI8_TN_QW_L_20260713_141817867,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
532,hypotrachyna_taylorensis,,ARI8_TN_QW,ARI8_TN_QW_L_20260713_141817883,med_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
533,parmelia_sulcata,,ARI8_TN_QW,ARI8_TN_QW_L_20260713_141817883,med_conf,2,foliose_chlorolichen,foliose_chlorolichen,0
534,ochrolechia_parella,,ARI8_TN_QW,ARI8_TN_QW_L_20260713_141817898,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
535,lecidella_elaeochroma_f._elaeochroma,,ARI8_TN_QW,ARI8_TN_QW_L_20260713_141817898,low_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
536,melanelixia_subaurifera,,ARI8_TN_QW,ARI8_TN_QW_L_20260713_141817914,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,0
537,ricasolia_virens,,ARI8_TS_QN,ARI8_TS_QN_L_20260713_141817914,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
538,ochrolechia_androgyna,,ARI8_TS_QN,ARI8_TS_QN_L_20260713_141817930,high_conf,1,crustose_chlorolichen,crustose_chlorolichen,0
539,pectenia_cyanoloma,,ARI8_TS_QN,ARI8_TS_QN_L_20260713_141817930,high_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
540,ochrolechia_androgyna,,ARI8_TS_QW,ARI8_TS_QW_L_20260713_141817946,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
541,lepraria_sp,,ARI8_TS_QW,ARI8_TS_QW_L_20260713_141817962,med_conf,1,leprose_chlorolichen,leprose_chlorolichen,0
542,pectenia_plumbea_s._lat.,,ARI8_TS_QW,ARI8_TS_QW_L_20260713_141817962,med_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
543,ochrolechia_androgyna,,ARI8_TS_QS,ARI8_TS_QS_L_20260713_141817978,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
544,hypotrachyna_taylorensis,,ARI8_TS_QS,ARI8_TS_QS_L_20260713_141817978,med_conf,2,foliose_chlorolichen,foliose_chlorolichen,1
545,lecidella_elaeochroma_f._elaeochroma,,ARI8_TS_QS,ARI8_TS_QS_L_20260713_141817994,med_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
546,hypotrachyna_taylorensis,,ARI8_TS_QE,ARI8_TS_QE_L_20260713_141817994,med_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
547,ochrolechia_androgyna,,ARI8_TS_QE,ARI8_TS_QE_L_20260713_141818010,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
548,cladonia_sp,,ARI8_TS_QE,ARI8_TS_QE_L_20260713_141818010,med_conf,3,squamulose_chlorolichen,squamulose_chlorolichen,0
549,lobaria_pulmonaria,,ARI8_TW_QE,ARI8_TW_QE_L_20260713_141818025,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
550,hypotrachyna_taylorensis,,ARI8_TW_QE,ARI8_TW_QE_L_20260713_141818025,med_conf,2,foliose_chlorolichen,foliose_chlorolichen,1
551,cladonia_coniocraea,,ARI8_TW_QE,ARI8_TW_QE_L_20260713_141818041,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
552,lobaria_pulmonaria,,ARI8_TW_QN,ARI8_TW_QN_L_20260713_141818057,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
553,cladonia_coniocraea,,ARI8_TW_QN,ARI8_TW_QN_L_20260713_141818061,high_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
554,ochrolechia_androgyna,,ARI8_TW_QN,ARI8_TW_QN_L_20260713_141818073,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
555,parmelia_sulcata,,ARI8_TW_QN,ARI8_TW_QN_L_20260713_141818073,high_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
556,lobaria_pulmonaria,,ARI8_TW_QW,ARI8_TW_QW_L_20260713_141818088,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
557,ochrolechia_androgyna,,ARI8_TW_QW,ARI8_TW_QW_L_20260713_141818088,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
558,ricasolia_virens,,ARI8_TW_QW,ARI8_TW_QW_L_20260713_141818109,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
559,lobaria_pulmonaria,,ARI8_TW_QS,ARI8_TW_QS_L_20260713_141818114,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
560,ochrolechia_androgyna,,ARI8_TW_QS,ARI8_TW_QS_L_20260713_141818120,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
561,normandina_pulchella,,ARI8_TW_QS,ARI8_TW_QS_L_20260713_141818120,high_conf,1,squamulose_cyanolichen,squamulose_chlorolichen,1
562,thelotrema_lepadinum,,ARI8_TW_QS,ARI8_TW_QS_L_20260713_141818136,med_conf,1,crustose_chlorolichen,crustose_chlorolichen,1
563,ochrolechia_tartarea,,ARI8_TW_QS,ARI8_TW_QS_L_20260713_142837303,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,1
564,lobaria_pulmonaria,,RR1_TE_QW,RR1_TE_QW_L_20260713_141818151,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
565,parmelia_sulcata,,RR1_TE_QW,RR1_TE_QW_L_20260713_141818167,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,0
566,ochrolechia_androgyna,,RR1_TE_QW,RR1_TE_QW_L_20260713_141818167,med_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
567,diarthonis_spadicea,,RR1_TE_QW,RR1_TE_QW_L_20260713_141818183,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
568,lobaria_pulmonaria,,RR1_TE_QN,RR1_TE_QN_L_20260713_141818183,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
